Topic,Count,Name,Representation,Representative_Docs
116,110,116_hungry_hunger_cravings_whenever,"['hungry', 'hunger', 'cravings', 'whenever', 'feel', 'craving', 'sleep', 'hungryi', 'appetite', 'wen']","['hungry zomato', 'hungry zomato', 'hungry zomato']"
117,109,117_reduce_charges_expensive_reduced,"['reduce', 'charges', 'expensive', 'reduced', 'plat', 'decrease', 'charge', 'costly', 'form', 'seas']","['good one please reduce delivery charges', 'reduce delivery charges', 'reduce delivery charges']"
118,108,118_no1_bast_solos_localityso,"['no1', 'bast', 'solos', 'localityso', 'bhavnagar', 'poli', 'thiss', 'og', 'nyc', 'likely']","['food delivery app works localityso', 'no1 food delivery app', 'no1 food delivery app']"
119,108,119_lovely_lovelyyy_7yrs_simply,"['lovely', 'lovelyyy', '7yrs', 'simply', 'fantastic', 'wonderful', 'bhi', 'even', 'awesome', 'nice']","['lovely', 'lovely', 'lovely']"
120,108,120_uninstalling_customer_uninstall_head,"['uninstalling', 'customer', 'uninstall', 'head', 'worst', 'disgusting', 'thief', 'support', 'pitty', 'servicemanipulative']","['worst app dont use useless app issue problem support executives dont even talk properly dont even listen problem thoroughly honest dont even care youre banging head brick like talking support executives worst app worst experience', 'using app 9 years initially good standards fallen would like say useless 3rd class app chat support worst resolution worst ever take 5 days resolve reported problem take costomers granted sure im taking time write review means hope make sense way im goin uninstall app forever enough drama thanks worst resolution trauma', 'success gone head dipenderfounder app may realise team behaving customers whatever want support totally disappointed recent experiences totally avoid using app anymore hope god justice app people associated showing big downfall']"
121,108,121_coupons_coupon_gives_appand,"['coupons', 'coupon', 'gives', 'appand', 'discount', 'code', 'vouchers', 'voucher', 'couponfast', 'appiled']","['best app best coupons', 'nice app coupons', 'good app good coupons']"
122,107,122_time_timee_dot_fst,"['time', 'timee', 'dot', 'fst', 'profitable', 'weast', 'om', 'consideration', 'hit', 'come']","['time', 'time', 'time']"
123,107,123_awesome_service_damn_product,"['awesome', 'service', 'damn', 'product', 'cool', 'absolutely', 'given', 'good', 'nice', '']","['awesome service', 'awesome service', 'awesome service']"
124,106,124_aap_yery_thop_alp,"['aap', 'yery', 'thop', 'alp', 'aop', 'cool', 'suitable', 'interested', 'op', 'nice']","['nice aap', 'nice aap', 'nice aap']"
125,106,125_cash_option_unavailable_upi,"['cash', 'option', 'unavailable', 'upi', 'locked', 'stopped', 'digital', 'pay', 'problem', 'available']","['option cash delivery', 'cash delivery option', 'cash delivery option']"
126,106,126_platform_fee_fees_increasing,"['platform', 'fee', 'fees', 'increasing', '1250', 'high', 'reduce', 'unnecessary', 'hidden', 'suing']","['platform fee high', 'high platform fee', 'platform fee']"
127,105,127_useful_regionable_argent_trains,"['useful', 'regionable', 'argent', 'trains', 'guyss', 'appfor', 'essential', 'apps', 'app', 'usefull']","['useful app', 'useful app', 'useful app']"
128,104,128_restaurants_certified_covered_halal,"['restaurants', 'certified', 'covered', 'halal', 'covers', 'wide', 'find', 'takeout', 'choose', 'users']","['good app good restaurants', 'app good lots option filtering need add halal certificate option well also would awesome show restaurant serves halal certified foods', 'would really helpful app could section halal certified restaurants takes lot time verify restaurants halal certified']"
129,103,129_happy_thanku_thanks_thank,"['happy', 'thanku', 'thanks', 'thank', 'ganv', 'rahmanshahrukh', 'pat', 'thankyu', 'kuppusamys', 'dangi']","['thank zomato happy service', 'thank zomato happy service', 'nice service happy zomato thank u']"
130,101,130_location_map_tracking_locate,"['location', 'map', 'tracking', 'locate', 'gps', 'maps', 'current', 'google', 'accurate', 'improve']","['location', 'map helpful find location', 'good useful app improve map location']"
131,101,131_refund_refunds_refunded_yall,"['refund', 'refunds', 'refunded', 'yall', 'policy', 'back', 'stole', 'merit', 'avilible', 'regulated']","['refund', 'refund', 'refund']"
132,100,132_ok_exelent_goodexelent_exelet,"['ok', 'exelent', 'goodexelent', 'exelet', 'tyoe', 'xj', 'oo', 'nii', 'ig', 'itz']","['ok ok', 'ok ok', 'ok ok']"
133,100,133_satisfied_satisfy_contended_thiss,"['satisfied', 'satisfy', 'contended', 'thiss', 'satisfies', 'fulfilled', 'happy', 'iam', 'yes', 'always']","['satisfied', 'satisfied', 'satisfied']"
134,100,134_exceptional_extraordinary_ordinary_counted,"['exceptional', 'extraordinary', 'ordinary', 'counted', 'cinema', 'mrshubhsh', 'marvels', 'exceptionaly', 'description', 'extra']","['exceptional', 'exceptional', 'exceptional']"
135,99,135_refund_dues_nvr_booked,"['refund', 'dues', 'nvr', 'booked', 'refunds', 'oder', 'refunding', 'refunded', 'donot', 'money']","['suitable app cancel order due reason app doesnt mention proper conditions refunding dues bad please improve ur app refunding cancelled order dues', 'one worst applications doesnt use booked order shown 45 minutes check 20 minutes showing 39 minutes request cancellation refund money back dropped email clearly mentioning clearly cant refund suggest friends family members dont use application', 'refund app']"
136,99,136_cod_available_option_method,"['cod', 'available', 'option', 'method', 'accounts', 'goodbut', '12pm', 'guyzzz', 'getsome', 'onln']","['cod best', 'cod', 'cod']"
137,98,137_fast_speedy_faster_delivery,"['fast', 'speedy', 'faster', 'delivery', 'pickup', 'safe', 'hot', 'absolutely', 'fine', 'good']","['good fast delivery', 'good fast delivery', 'good fast delivery']"
138,98,138_30minutes_servicehappy_fodod_zomatoare,"['30minutes', 'servicehappy', 'fodod', 'zomatoare', 'shamles', 'moderately', 'opposed', 'moga', 'depletion', 'mezomato']","['overall zomato provides average service unapologetic errors end provide compensation customer support inefficient poor communication skills terrible problem solving abilities', 'find zomato reliable terms quality sustainable ways developing services team better understanding build make things simple opposed feeding cheaper alternatives solutions user might result depletion trust loss interest long run', 'far ive moderately decent experience zomato ive mediocre experiences also sometimes delivery partners assigned knowledge bandwidth cooperate job properly hope zomato hires well trained disciplined staff hereon']"
139,97,139_delayed_delay_delaying_orders,"['delayed', 'delay', 'delaying', 'orders', 'gets', 'annoying', 'delays', 'wairin', 'landmarkmay', 'requiredand']","['delayed orders', 'orders delayed', 'always orders delayed']"
140,97,140_okay_alright_okayish_mm,"['okay', 'alright', 'okayish', 'mm', 'yaar', 'bro', 'kind', 'well', '', '']","['okay', 'okay', 'okay']"
141,97,141_tolerating_traini_experienceeasy_offerfast,"['tolerating', 'traini', 'experienceeasy', 'offerfast', 'improvised', 'experience', 'cred', 'beter', 'descent', 'avg']","['great experienceeasy use app', 'nice experience app thank tolerating us', 'great experience app best offerfast dilivery home traini love']"
142,97,142_star_stars_five_rated,"['star', 'stars', 'five', 'rated', 'rating', 'nom', 'deserves', 'deserve', 'ten', '3w']","['5 star', '5 star', '5 star']"
143,96,143_fine_ehhh_enough_ok,"['fine', 'ehhh', 'enough', 'ok', 'money', '', '', '', '', '']","['fine', 'fine', 'fine']"
144,96,144_work_pic_pordokct_pics,"['work', 'pic', 'pordokct', 'pics', 'nice', 'effort', 'appreciate', 'awesome', 'really', 'one']","['nice work', 'nice work', 'nice work']"
145,95,145_gold_membership_member_subscription,"['gold', 'membership', 'member', 'subscription', 'free', 'purchased', 'benefits', 'buying', 'buy', 'subscribers']","['purchasing gold membership offers available apply otherwise earlier applicable benefits gold membership cant understand offers gold membership accounts without membership offers available disappointing service', 'purchased gold membership still pay delivery fees orders shouldnt get free delivery gold member also many fees added final price feel like theres benefit gold member', 'gold membership delivery time worst']"
146,94,146_coolest_best_staffs_appi,"['coolest', 'best', 'staffs', 'appi', 'delivery', 'appp', 'tomato', 'app', 'nyc', 'according']","['best delivery app', 'best delivery app', 'best delivery app']"
147,94,147_using_everytimeso_waaaaaooo_devrali,"['using', 'everytimeso', 'waaaaaooo', 'devrali', 'years', 'rocketed', 'theif', '50minutes', 'dilever', 'disappoint']","['good experience using zomato', 'good experience using zomato', 'good experience using zomato']"
148,94,148_super_fast_superd_superbvery,"['super', 'fast', 'superd', 'superbvery', 'rainey', 'supar', 'superr', 'promptly', 'sooper', 'wishes']","['super fast delivery', 'super fast delivery', 'super fast delivery']"
149,94,149_exalantnice_perspective_deliveryy_deliveryloved,"['exalantnice', 'perspective', 'deliveryy', 'deliveryloved', 'tine', 'motivational', 'gui', 'fas', 'parfect', 'safest']","['great application simple navigation sometimes delivery boys dont listen instructions often need go towards instead received order home receiving society little far apart perfect application', 'good delievery app perspective offers fast deliveryloved', 'seamless deliveryy app userfriendly thnk beginners also comfortable using app']"
150,93,150_offers_offer_appnice_appwith,"['offers', 'offer', 'appnice', 'appwith', 'ues', 'thb', 'conveniency', 'offerslove', 'offersdiscount', 'badass']","['good app offers', 'good app n offers', 'good app offers']"
151,92,151_loving_lovin_iy_excellenti,"['loving', 'lovin', 'iy', 'excellenti', 'amloving', 'beginning', 'absolutely', 'future', 'sure', 'update']","['loving', 'loving', 'loving']"
152,92,152_zomatothanku_mastt_zomatastic_zeptoblinkit,"['zomatothanku', 'mastt', 'zomatastic', 'zeptoblinkit', 'wrist', 'experience', 'zomato', 'hv', 'truly', 'professional']","['good experience zomato', 'good experience zomato', 'good experience zomato']"
153,91,153_experienced_experiences_yhee_vertical,"['experienced', 'experiences', 'yhee', 'vertical', 'niy', 'ld', 'jamma', 'xlent', 'inception', 'dealings']","['experienced good', 'good experienced', 'good experienced']"
154,91,154_swiggy_better_bogus_swiggys,"['swiggy', 'better', 'bogus', 'swiggys', 'sqiggt', '1year', 'overlay', '1billion', 'ownly', 'controversial']","['app better swiggy', 'app better swiggy', 'know gave guys second chance many years cause swiggy doesnt play nice vendors app even worse ui wise overlay inapp browser prompting install app guess app trying install app ui team either guys arent paid interns deployed bug senior devs would atleast check sort stupidity cant even navigate track order placed via pc']"
155,90,155_delicious_hmm_make_thank,"['delicious', 'hmm', 'make', 'thank', '', '', '', '', '', '']","['delicious', 'delicious', 'delicious']"
156,90,156_srevice_saevice_goodapp_fay,"['srevice', 'saevice', 'goodapp', 'fay', 'appnever', 'tension', 'doubt', 'effort', 'guess', 'app']","['app fay good', 'good srevice', 'good srevice']"
157,89,157_management_takes_timely_reached,"['management', 'takes', 'timely', 'reached', 'urgency', 'adelivery', 'timeee', 'goodalways', 'teachers', 'withalways']","['time management', 'time management', 'time management good']"
158,89,158_partner_partners_timehonest_cleanest,"['partner', 'partners', 'timehonest', 'cleanest', 'rainey', 'illiterate', 'experts', 'operative', 'suraj', 'nature']","['good delivery partner', 'good delivery partner', 'good delivery partner']"
159,88,159_naye_offer_offers_zomatooo,"['naye', 'offer', 'offers', 'zomatooo', 'ram', 'deals', 'prefer', 'thxx', 'showto', 'bonanza']","['enjoyed want offers liked zomatooo', 'zomato works hard honesty thank much naye naye offer late raho ram ram', 'honest zomato gave offers whenever run money helped fill tummy thxx zomatooo']"
160,88,160_zomatoit_wear_asseccible_geek,"['zomatoit', 'wear', 'asseccible', 'geek', 'siggy', 'heartfull', 'longi', 'reallyy', 'discountsin', '40m']","['zomato best food delivery app ive ever seen total professionalism intermingled excellence food quality ive experienced ecstasy installed smart phone keep', 'zomato superrb food delivery app ever seen higenity food quality well good timming also perfect dont know food deliver apps must prefer zomatooo', 'amazing app delivery time whenever get bored homemade food switch zomatoit saves time well energy nd giving chance taste authentic food different different restaurant']"
161,88,161_overall_overally_hood_sum,"['overall', 'overally', 'hood', 'sum', 'okay', 'per', 'good', 'well', '', '']","['overall good', 'overall good', 'overall good']"
162,87,162_cream_ice_fruits_eat,"['cream', 'ice', 'fruits', 'eat', 'melted', 'eating', 'fav', 'personlove', 'odaer', 'workits']","['yaa good app 1 mistake quantity food omg okay zomato thanks tasty delicious food thank note wow iloved thank soooooooooooooooooooooo much dear zomato regards drishti bhawnani', 'love zomato best app ever even gives discount every purchase specially service amazing thank zomato love edit could add fruit salads like freshly cut fruits different varieties fruits together could buy easier us eat fruits', 'good app love app zomato good comfortable app love taste companies food delivered like food closed melted brands food ice cream ordered brand tell name ice cream melted dont like ice cream taste also dont know ice cream water zomato good ice cream love love ice cream']"
163,87,163_thank_thanku_thankyou_zomatoreally,"['thank', 'thanku', 'thankyou', 'zomatoreally', 'zomatohunger', 'zob', 'decant', 'spl', 'zomatoooo', 'goodness']","['thank zomato', 'thank zomato', 'thank zomato']"
164,87,164_selection_restaurants_peer_wide,"['selection', 'restaurants', 'peer', 'wide', 'hotels', 'range', 'restaurant', 'menue', 'maintanence', 'malappuram']","['fast delivery good selection restaurant', 'love choices offerthe restaurant discounts professional deliveries color red stand absolute time favorite eateries love one umbrella easy place orderswish well alwayszomato rocks', 'careful list restaurants delivering foods recently experience ordered late accept deliver like teaspoon hostelhospital styled daal 2pcs boiled chicken bones name children kind liquid flavoured garam masala much disappointing']"
